ID,Age,Sex,Sex_MaleFemaleOnly,Education,VerbalAbililtyTotal,VerbalAbility_GreaterThan8,LiberalConservative,ProChoice_ProLife,AbortionSpectrum,HowImportantisReferendumtoYou,HowWillYouVote,HowWillYouVote_Yes1No2,HowWillYouVote_MissingSameAsWontVote,TraditionalMediaConsumption,SocialMediaConsumption,DiscussionsFamilyFriends,ApprovalYesCampaign,ApprovalNoCampaign,VoterRegister,VoterRegisterDidntHear,VoterRegisterDontRemember,VoterRegisterTV,VoterRegisterNewspaper,VoterRegisterRadio,VoterRegisterOnlineNews,VoterRegisterSocialMedia,VoterRegisterFriend,VoterRegisterOther,VoterRegisterHowDidYouFeel,GAAStars,GAADidntHear,GAADontRemmeber,GAATV,GAANewspaper,GAARadio,GAAOnlineNews,GAASocialMedia,GAAFriend,GAAOther,GAAHowDidYouFeel,FakeNurse,FakeNurseDidntHear,FakeNurseDontRemember,FakeNurseTV,FakeNurseNewspaper,FakeNurseRadio,FakeNurseOnlineNews,FakeNurseSocialMedia,FakeNurseFriend,FakeNurseOther,FakeNurseHowDidYouFeel,Coveney,CoveneyDidntHear,CoveneyDontRemember,CoveneyTV,CoveneyNewspaper,CoveneyRadio,CoveneyOnlineNews,CoveneySocialMedia,CoveneyFriend,CoveneyOther,CoveneyHowDidYouFeel,YesPosters,YesPostersDidntHear,YesPostersDontRemember,YesPostersTV,YesPostersNewspaper,YesPostersRadio,YesPostersOnlineNews,YesPostersSocialMedia,YesPostersFriend,YesPostersOther,YesPostersHowDidYouFeel,NoComments,NoCommentsDidntHear,NoCommentsDontRemember,NoCommentsTV,NoCommentsNewspaper,NoCommentsRadio,NoCommentsOnlineNews,NoCommentsSocialMedia,NoCommentsFriend,NoCommentsOther,NoCommentsHowDidYouFeel,Saoirse,SaoirseDidntHear,SaoirseDontRemember,SaoirseTV,SaoirseNewspaper,SaoirseRadio,SaoirseOnlineNews,SaoirseSocialMedia,SaoirseFriend,SaoirseOther,SaoirseHowDidYouFeel,GraphicPosters,GraphicPostersDidntHear,GraphicPostersDontRemember,GraphicPostersTV,GraphicPostersNewspaper,GraphicPostersRadio,GraphicPostersOnlineNews,GraphicPostersSocialMedia,GraphicPostersFriend,GraphicPostersOtherSource,GraphicPostersHowDidYouFeel,RonanMullen,RonanMullenDidntHear,RonanMullenDontRemember,RonanMullenTV,RonanMullenNewspaper,RonanMullenRadio,RonanMullenOnlineNews,RonanMullenSocialMedia,RonanMullenFriend,RonanMullenOther,RonanMullenHowDidYouFeel,CarolNolan,CarolNolanDidntHear,CarolNolanDontRemember,CarolNolanTV,CarolNolanNewspaper,CarolNolanRadio,CarolNolanOnlineNews,CarolNolanSocialMedia,CarolNolanFriend,CarolNolanOther,CarolNolanHowDidYouFeel,YesComments,YesCommentsDidntHear,YesCommentsDontRemember,YesCommentsTV,YesCommentsNewspaper,YesCommentsRadio,YesCommentsOnlineNews,YesCommentsSocialMedia,YesCommentsFriend,YesCommentsOther,YesCommentsHowDidYouFeel,NoPosters,NoPostersDidntHear,NoPostersDontRemember,NoPostersTV,NoPostersNewspaper,NoPostersRadio,NoPostersOnlineNews,NoPostersSocialMedia,NoPostersFriend,NoPostersOtherSource,NoPostersHowDidYouFeel,SelectFakeVoterReg1,SelectFakeVoterReg2,SelectFakeCoveney1,SelectFakeCoveney2,SelectFakeNoComments1,SelectFakeNoComments2,SelectFakeNurse1,SelectFakeNurse2,SelectFakeGAA1,SelectFakeGAA2,SelectFakeYesPosters1,SelectFakeYesPosters2,SelectFakeCarolNolan1,SelectFakeCarolNolan2,SelectFakeRonanMullen1,SelectFakeRonanMullen2,SelectFakeGraphic1,SelectFakeGraphic2,SelectFakeSaoirse1,SelectFakeSaoirse2,SelectFakeNoPosters1,SelectFakeNoPosters2,SelectFakeYesComments1,SelectFakeYesComments2,SelectedNoCommentsTotal,SelectedYesPostersTotal,SelectedNoPostersTotal,SelectedYesCommentsTotal,SelectedCarolNolanTotal,SelectedRonanMullenTotal,SelectedGraphicImagesTotal,SelectedSaoirseTotal,SelectedVoterRegTotal,SelectedSimonCoveneyTotal,SelectedNurseTotal,SelectedGAATotal,TotalTrueStoriesSelectedAsFake,TotalFalseStoriesSelectedAsFake,TotalStoriesSelectedAsFake,SelectedPosterStoryAsFake,SelectedCommentsStoryAsFake,Approval_Posters_No,Approval_Comments_Yes,Approval_Posters_Yes,Approval_Comments_No,YesComments_AttCong,YesPosters_AttCong,NoPosters_AttCong,NoComments_AttCong,PostersAttCongruence,SPACE,BROADEN,EMANATE,EDIBLE,ANIMOSITY,PACT,CLOISTERED,CAPRICE,ACCUSTOM,ALLUSION,SpaceCorrect,CapriceCorrect,BroadenCorrect,CloisteredCorrect,EmanateCorrect,EdibleCorrect,PactCorrect,AnimosityCorrect,AllusionCorrect,AccustomCorrect,StoryResp,FakeStoryResp,TrueMemoryCount,FalseMemoryCount,FalseStories_YesorBelieve1,VoterRegister1Yes2Believe,GAA1Yes2Believe,FakeNurse1Yes2Believe,Coveney1Yes2Believe,YesPosters1Yes2Believe,NoComments1Yes2Believe,Saoirse1Yes2Believe,GraphicPosters1Yes2Believe,RonanMullen1Yes2Believe,CarolNolan1Yes2Believe,YesComments1Yes2Believe,NoPosters1Yes2Believe,VoterRegister1Yes,GAA1Yes,FakeNurse1Yes,Coveney1Yes,YesPosters1Yes,NoComments1Yes,Saoirse1Yes,GraphicPosters1Yes,RonanMullen1Yes,CarolNolan1Yes,YesComments1Yes,NoPosters1Yes,YesPoster1YesBelieve,NoComments1YesBelieve,YesComments1YesBelieve,NoPosters1YesBelieve,YesPoster1SpecificMemory,NoComments1SpecificMemory,YesComments1SpecificMemory,NoPosters1SpecificMemory,GAAStarsWhere,VoterRegWhere,FakeNurseWhere,CoveneyWhere,YesPostersWhere,NoCommentsWhere,SaoirseWhere,GraphicPostersWhere,RonanMullenWhere,CarolNolanWhere,YesCommentsWhere,NoPostersWhere,TrueStoriesWhere_Average,FalseStoriesWhere_Average,CommentsMemories,PostersMemories,PosterMemories_BelieveandYes1,CommentsMemories_BelieveandYes1,PosterCongruency_0against1inline,PosterResponsesMerged_1Memory_BelieveExcluded,PosterAttCongruenceMerged,CommentsCongruency_0inline1against,CommentsResponseMerged_1Memory_BelieveExcluded,YesPosters1Specific2Remember3Believe,NoComments1Specific2Remember3Believe,NoPosters1Specific2Remember3Believe,YesComments1Specific2Remember3Believe,Posters1Specific2Remember3Believe
172,19,1,1,4, , , , , , , , ,4, , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,"I felt and still feel that people are entitled to their opinion, and also to voice them. Just because they're popular doesn't mean they have to mince words and try not to offend anyone from their opinions.",5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,"I still don't understand why receiving funding is a bad thing. Sure, maybe it's not ""fair"", as there may be more Yes posters. But on the other hand, I'm sure that No posters are also being funded. There are a lot of influential, passionate people that are pro-lifers.",5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1,0,1,0,0,1,0, , , , , , ,0,1,0,0,1,0, , , , , , ,1,0, , ,1,0, , ,1, , , ,1, , , , , , , , , ,0,1,1,0, ,1, , ,0,1, , , ,1
2823, ,2,2,6, , ,1,2,9,6,2,2,2,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , ,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , ,0,0,0,0, , , , ,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1, , , , ,1,0,2,0,2,1, , , , , , ,1,0, ,0, ,1, , ,1,0, , ,1,0, , , , , , , , , , , ,0, , , , ,0,1,1,0,1,1, ,1,0,1, , , ,1
2831, ,2,2,6, , ,5,2,8,9,2,2,2,5,4,5,3,2,1, , , , , , ,1, , ,Worried I rang my county council to insure incoikd still vote,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , ,1, , , , ,Appalled it is an Irish government issue over sea lobbyists should have nothing to do with that,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,0,0,0,0,0,0,0, , ,5,5, ,2, ,1,2, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1,1,0,0,0,1,0, , , , , , ,1,0,0,0,1,0, , , , , , ,1,0, , ,1,0, , , ,1, , ,1, , , , , , , , , ,0,1,1,0,1,1,2,1,0,1, , , ,1
764, ,2,2,6, , ,3,1,2,5,1,1,1,2,1,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1, , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , ,1, , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,5,5, ,1, ,4,1, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1, , , , ,1,0,0,1,0,0, , , , , , ,1,0,0,1,0,0, , ,1,0, , ,1,0, , , , , , ,1, , ,1, , , , , , ,0,1,1,0,0,1,1,0,0,1, , , ,1
789, ,2,2,5, , ,4,1,3,9,1,1,1,4,3,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Didn?t feel like it was a big deal as funding from an American campaign with similar interests shouldn?t of been an issue as funding has to come from somewhere,5, , , , , , , , , , ,1, , , , , , ,1, , ,Shouldn?t use celebrities or people of influence as it could influence a way a person could vote because they might follow the celebrity in question,3, , , , , , , , , , ,3, , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , ,1, , , , , ,0,1, , ,1,0,0,1, , , , ,2,1,3,1,0, , ,2,5, ,3, ,4,3, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1, , , , ,1,0,1,2,2,2, , , , , , ,1,0,1, , , , , ,1,0, , ,1,0, , , , , , ,1, ,1, , , , , , , ,0,1,1,0,0,1,3,0,0,1, , , ,1
970, ,2,2,6, , ,5,1,1,8,1,1,1,4,3,4,1,5,5, , , , , , , , ,1, ,5,1, , , , , , , , , ,3, ,0, , , , , , ,1, ,1, , ,1, , , , , , , ,2,1, , , , , , , , , ,5, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,1,1,2,0,2,0,0, , ,3,4, ,2, ,3,2, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1,0,0,2,1,1,0, , , , , , ,0,0, ,1,1,0, , , , , , ,1,0, , ,0,0, , , , , ,1, , , , , , , , , , ,0,1,1,0,0,1,2,0,0,2, , , ,2
768,19,2,2,4, , ,4,1,4,7,1,1,1,5,2,5,1,4,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,He obviously did research and felt that that would be the best. I don't see anything bad about changing your mind.,1, , , , , , ,1, , ,I don't really have an opinion on it,5, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,0,0, , , , , , ,1,0,0,1,2,0,2,0,0, , ,3,5, ,2, ,3,2, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1,0,0,0,1,1,0, , , , , , ,0,0,0,1,1,0, , , , , , ,1,0, , ,1,0, , , , , ,1,1, , , , , , , , , ,0,1,1,0,0,1,2,0,0,1, , , ,1
791,19,2,2,5, , ,1,1,1,9,1,1,1,5,5,5,1,5,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Disgusted,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, , , , , , ,1,1, ,Angry,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,0,1, , , , , , ,0,0,0,0,0,1,1,1,0, , ,5,5, ,0, ,4,0, , , , , , , , , , , , , , , , , , , , ,6,2,1,1,1,0,1,0,0,1,0, , , , , , ,0,1,0,0,1,0, , , , , , ,1,0, , ,0,0, , ,1, , , ,1, , , , , , , , , ,0,1,1,0,0,1,0,0,0,2, , , ,2
1229,19,2,2,4,6,1, ,1, ,7,1,1,1,4,2,3,2,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,1, , , , , ,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,0,0, , , , , , ,1,0,0,1,2,0,2,0,0, , ,5,4, ,1, ,3,1,4,5,1,3,5,3,2,2,4,1,1,0,1,0,0,1,1,0,1,1,6,2,1,1,2,0,0,0,1,1,2, , , , , , ,0,0,0,1,1, , , , , , , ,1,1, , ,1,0, , , , , ,1,1, , , , , , , , , , ,1,1,1,0,1,1,0, ,1,3, , ,1
1239,20,2,2,5,6,1,3,1,1,9,1,1,1,4,4,5,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , ,3,1, , , , , , , , , ,1, , , , , , ,1, , ,Relieved that hopefully this would encourage people to research Nd vote yes,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , ,0,0, , ,0,1,1,0, , , , ,2,0,2,0,0, , ,4,5, ,2, ,4,2,4,5, ,3,1,4,2, ,4,1,1, ,1,0, ,1,0,1,1,1,6,2,1,1,2, , , , ,1,2,1,0,0,0, , , , , , ,1, ,1,0,0,0, , ,1,1, , ,0,0, , , , , , , , ,1, , , , , , , , ,1,1,1,0,1,2,0, ,2,3, , ,2
1625,21,1,1,4,7,1,3,1,3,6,1,1,1,3,4,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Angry because it's stupid to invalidate your campaign and put it at risk by breaking Irish laws,3, ,0, , , , , , , ,"I don't remember it, but if true that is a ridiculous statement",1, , , , , , ,1, , ,I felt like they actually believed in it unlike a lot of these sorts of videos of montages of celebrities sending a message,3, , , , , , , ,1, ,Angry because it's targeting vulnerable women specifically,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,1,0, , ,1,0,0,0, , , , ,1,1,2,0,1, , ,4,5, ,2, ,4,2,4,5,1,3,1,3,2,4,4,2,1,1,1,0,0,1,1,1,0,1,6,2,1,1,2, , , , ,1,2,1,2,0,0, , , , , , ,1, ,1, ,0,0, , ,1,1, , ,1,0, , , , , , ,1, ,1, , , , , , , , ,1,1,1,0,1,2,0, ,1,3, , ,1
1010, ,2,2,6,4,1,3,1, ,8,1,1,1,5,3,4,5,5,3, , , , , , ,1, , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1, , , , , ,2, , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , ,1,0, , , , ,0,0,1,0,1,1,2,1,0,3,5, , ,4, ,2, ,2,4,5, , ,4,3,2, ,4, ,1, ,1,0, , ,1,0, ,1,6,2,1,1,1,2,0,0,1, , , , , , ,0,1, ,0,0,1, , , , , , ,0,1, , ,0,1, , ,0,0, , , ,1, , , , , , , ,1,1,1,0,1,1,0,1,1,2,1,0, , ,2, ,2
1463, ,1,1,6,6,1,5,1,3,7,1,1,1,5,1,4,3,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,A little dissatisfied at the conservatism of the choice., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,1,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,0,0,1,0,1,0,0,5,5, , ,2, ,4, ,4,4,5,3,3,1,3,2,2,4,4,1,0,1,0,0,1,1,1,0,1,6,2,1,1,1,0,0,0,1, , , , , , ,0,1,0,0,0,1, , , , , , ,0,1, , ,0,1, , ,0,1, , , ,1, , , , , , , , ,1, ,0,1,1,0,1,1,4,1,0, , ,1, ,1
1521, ,2,2,4,7,1,3,1,2,7,1,1,1,3,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,1,1, , ,Didnt listen to the video,1, , , , , ,1,1, , ,Very inappropriate campaigning,5, , , , , , , , , , ,5, , , , , , , , , , ,5, , , , , , , , , , ,1, , , , , ,1,1, , ,Disgusted, , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,0,0,0,0,0, , , , ,0,1,1,1,0,5,3, , ,4, ,4, ,4,4,5,5,3,1,3,2, ,4,4,1, ,1,0,1,1,1,1,0,1,6,2,1,1,1, , , , , , ,2,1,0,0,0,1, , , , , , , ,1,0,0,0,1, , ,0,1, , ,0,1, , , , , , , ,1, , , ,1,1,1,0,1,1,0,1,1,4,1,0, , ,1, ,1
1525, ,2,2,5,7,1,3,1,4,7,1,1,1,3,2,1,2,5,5, , , , , , , , , , ,5,1, , , , , , , , , ,5, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,0,0,0,0,0,0,0,5,5, , ,1, ,4, ,4,4,5,4,3,1,3,2, ,4,1,1, ,1,0,0,1,1,1,1,1,6,2,1,1,1,0,0,0,1, , , , , , ,0,1,0,0,0,1, , , , , , ,0,1, , ,0,1, , ,0,1, , , , , , , , , , , , , , ,0,1,1,0,1,1,4,1,0, , ,1, ,1
1553, ,2,2,8,7,1,2,1,1,9,1,1,1,4,3,5,3,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , , ,1, ,good., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,0,1,2,0,2,0,0,5,2, , ,3, ,4, ,4,4,5,2,3,1,3,2,1,4,1,1,0,1,0,0,1,1,1,1,1,6,2,1,1,1,0,0,0,1, , , , , , ,0,1,0,0,0,1, , , , , , ,0,1, , ,0,1, , ,0,1, , , ,1, , , , , , , ,1,1,1,0,1,1,0,1,1,4,1,0, , ,1, ,1
1658, ,2,2,6,7,1,1,1,1,9,1,1,1,2,4,4,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Empowered,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , ,1, , , , , , ,1, , ,Outraged, , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0,0,0,0,1,0, , , , ,1,0,1,0,0,5,2, , ,3, ,4, ,4,4,5,3,3,5,3,2,4,4,1,1,1,1,0,0,1,1,0,1,1,6,2,1,1,2, , , , , , ,1,0,0,0,2,1, , , , , , ,1,0,0,0, ,1, , ,1,1, , ,0,1, , , , , , ,1, , , , ,1,1,1, ,1,1,1,1,1,4,1, , , ,1,3,1
1716, ,2,2,6,7,1,3,1,3,8,1,1,1,3,4,2,2,5,5,1, , , , , , , , , ,2, , , , , ,1, , , ,Irritated,5,1, , , , , , , , , ,3, , , , , ,1, , , ,Glad, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,"Glad as it is an Irish issue, America needs to stay out of if", ,1, , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,0,0,1,1,2,0,1,5,5, , ,1, ,4, ,4,4,5,3,3,1,3,2, ,4,1,1, ,1,0,0,1,1,1,1,1,6,2,1,1,1,0,1,0,2, , , , , , ,0,1,0,1,0, , , , , , , ,0,1, , ,0,1, , ,0,1,1, , , , , , , , , , ,1,1,1,0,1,1,0,1,1,4,1,0, , ,1, ,1
1845,18,1,1,4,7,1, ,1,3,4,1,1,1,2,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , ,3, , , , , , ,1, , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , , , ,1,It was pretty hard hitting and made me reflect on the whole 8th Amendment campaign- both pro choice and pro life, , , , , , , , , , , , , ,1, , , , , , ,1, ,1, , , ,1,1,1,0,0,0, , , , ,1,2,3,1,1,3,4, , ,3, ,4, ,4,4,5, ,3,1,3,2, ,4,1,1, ,1,0, ,1,1,1,1,1,6,2,1,1,1, , , , , , ,1,2,0,0,0,1, , , , , , ,1, ,0,0,0,1, , ,0,1, , ,0,1, , , , , , ,1, , , , ,1,1,1,0,1,1,0,1,1,4,1,0, , ,1, ,1
1041,19,2,2,5,5,1,1,1,3,7,1,1,1,5,5,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Proud that celebrities used their status to spread a non-threatening message encouraging the yes vote.,3, , , , , , , ,1, , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, ,0, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , ,0,1,1,0,0,0, , , , ,1,1,2,0,1,3,5, , ,2, ,2, ,2,4,5,2,3, ,3,2, ,4,3,1, ,1,0,0,1,1, ,0,1,6,2,1,1,1, , , , , , ,1,2,0,0,0,1, , , , , , ,1, ,0,0,0,1, , ,0,1, , ,0,0, , , , , , ,1, , , , ,0,1,0,0,1,1,0,1,1,2,1,0, , ,2, ,2
1295,19,2,2,4,5,1,2,1, ,9,1,1,1,4,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Relieved,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , ,1, , ,Humoured,2, ,0, , , , , , , ,Happy, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0, , , , ,0,0,0,0,0,4,2, , ,3, ,3, ,3,4,5,3,3, ,3, ,3,4,4,1,0,1, ,0,1,1, ,0,1,6,2,1,1,2, , , , , , ,1,0,0,0,2,1, , , , , , ,1,0,0,0, ,1, , ,1,1, , ,0,0, , , , , , ,1, , , , ,0,1,0, ,1,1,1,1,1,3,1, , , ,2,3,2
1016,19,1,1,5,6,1,2,3,3,3,1,1,1,4,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , ,It?s a good idea.,1, , , , , , , ,1, ,It?s a bloody disgrace,3,1, , , , , , , , ,The executive/legislative can do whatever they want. Why would they include people who don?t want the 8th repealed in meetings regarding repealing the 8th,3,1, , , , , , , , ,"Spot on. Don?t piggyback off a party in order to be elected, only to vote against their policies",5,1, , , , , , , , , ,1, ,0, , , , , , , ,Pro lifers have done worse, , , , , , , , , , , , , ,1, ,1, , , , , , ,1, , , ,0,1,1,1,0,0, , , , ,2,1,3,0,1,4,5, , ,3, ,3, ,3,4,5,1,3,1,3,2,1,4,5,1,0,1,0,0,1,1,1,0,1,6,2,1,1,1, , , , , , ,2,1,2,2,0,1, , , , , , , ,1, , ,0,1, , ,0,1, , ,0,1, , , , , , , ,1, , , ,0,1,0,0,1,1,0,1,1,3,1,0, , ,1, ,1
1017,21,1,1,5,4,1,6,1,2,3,1,1,1,3,2,4,2,5,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , ,1, , ,1, , , , ,1, , , , , , , ,1, ,Angry, ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , ,0,0, , , , ,1,0,1,1,3,0,3,0,0,4,4, , ,2, ,3, ,3,1,5,1,3,4,3,2, ,4, ,0, ,1,0,0,1,1,0, ,1,6,2,1,1,1,0,0,0,1, , , , , , ,0,1,0,0,0,1, , , , , , ,0,1, , ,0,1, , ,0,1, , , ,1, , , , , , , ,1,1,1,0,1,1,0,1,1,3,1,0, , ,1, ,1
1657,21,1,1,6,7,1,3,1,3,7,1,1,1,5,2,2,2,5,1, , ,1, , , ,1, , , ,5, , , , , , , , , , ,4, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,1, , ,1, , ,1,1, ,1,"Glad that scummy tactics were called-out. The No campaign is mostly disgraceful anyway, preying on Catholic guilt, shock imagery, misinformation and taking a pseudo-moral high horse to take on ""baby killers"". Disgusting.", , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,1,1, , , , ,0,0,0,0,0,2,2,1,1,5,5, , ,1, ,4, ,4,4,5,2,3,1,3,2, ,4,1,1, ,1,0,0,1,1,1,1,1,6,2,1,1,1,1,0,0,0, , , , , , ,0,1,1,0,0,0, , , , , , ,0,1, , ,0,1, , ,0,1, ,1, , , , , , , , , ,1,1,1,0,1,1,0,1,1,4,1,0, , ,1, ,1
